cvegeo,cve_agee,cve_agem,nom_agem,cve_cab,pob,pob_fem,pob_mas,viv,nom_cab,pobreza,median_ntl,mean_ntl,max_ntl,min_ntl,median_sum_ntl,log_median_ntl,log_mean_ntl,z_median_ntl,scale_median_ntl,log_max,log_min,log_sum
10037,"10","037",Topia,"0001","9320","4561","4759","2316",,,161.5,161.538773079214,202,161.5,487,5.08450514266271,5.08474519483373,159.741976473392,-1.3034415955915,5.30826769740121,5.08450514266271,6.18826412308259
10023,"10","023",Pueblo Nuevo,"0001","51269","25887","25382","12077",,92,162,162.148754970249,322.5,162,5437,5.08759633523238,5.08851415446451,160.241976473392,-1.30203422119207,5.77610313623583,5.08759633523238,8.60098271714592
10025,"10","025",San Bernardo,"0001","2837","1308","1529","977",,,162.5,162.537052456286,197,162.5,607.5,5.09067800176979,5.09090599089391,160.741976473392,-1.30062684679263,5.28320372873799,5.09067800176979,6.4093521752147
10027,"10","027",San Juan de Guadalupe,"0001","5251","2630","2621","1473",,212,163,163.062924071082,238.5,163,942,5.09375020080676,5.09413616355946,161.241976473392,-1.2992194723932,5.4743693103284,5.09375020080676,6.84800527457636
10035,"10","035",Tepehuanes,"0001","11378","5629","5749","3473",,98,163.5,163.542402320097,240.5,163.5,1494,5.09681299033731,5.09707229812146,161.741976473392,-1.29781209799377,5.48272008954582,5.09681299033731,7.30921236569276
10026,"10","026",San Dimas,"0001","17333","8462","8871","4532",,,164,164.047586651389,268,164,1493,5.0998664278242,5.10015654824367,162.241976473392,-1.29640472359433,5.59098698051086,5.0998664278242,7.30854279753919
10029,"10","029",San Luis del Cordero,"0001","2103","1037","1066","590",,,164.5,164.635549872123,221,164.5,588.5,5.10291057020543,5.10373424227512,162.741976473392,-1.2949973491949,5.39816270151775,5.10291057020543,6.37757692670033
10036,"10","036",Tlahualilo,"0001","21143","10606","10537","5686",,,165,165.299575070822,337.5,165,7567.5,5.10594547390058,5.10775943416924,163.241976473392,-1.29358997479547,5.82156551031258,5.10594547390058,8.93161804089587
11002,"11","002",Acámbaro,"0001","108697","56489","52208","30192",,163,165.5,169.544546498278,346,165.5,17779.5,5.10897119481712,5.13311570349097,163.741976473392,-1.29218260039604,5.84643877505772,5.10897119481712,9.78580138718766
11045,"11","045",Xichú,"0001","11143","5873","5270","3013",,,166,166.239899541385,227.5,166,1264.5,5.11198778835654,5.11343192305204,164.241976473392,-1.2907752259966,5.427150238391,5.11198778835654,7.14243206611002
11006,"11","006",Atarjea,"0001","5296","2713","2583","1559",,,166.5,166.805732484076,176,166.5,646.5,5.1149953094205,5.11682985674463,164.741976473392,-1.28936785159717,5.17048399503815,5.1149953094205,6.47157319821191
11011,"11","011",Cortazar,"0001","97928","50393","47535","25388",,107,171.5,179.408844765343,369,167,20790.5,5.14458326660599,5.18966725033438,169.741976473392,-1.27529410760284,5.91079664404053,5.11799381241676,9.94225143058691
11012,"11","012",Cuerámaro,"0001","30857","15990","14867","8163",,,167.5,171.371450498849,317,167.5,5212,5.12098335126512,5.14383342577213,165.741976473392,-1.2865531027983,5.75890177387728,5.12098335126512,8.55871893824474
11036,"11","036",Santiago Maravatío,"0001","6714","3495","3219","2003",,64,171,174.751184834123,287,168,3017,5.14166355650266,5.16336316125759,169.241976473392,-1.27670148200227,5.65948221575962,5.12396397940326,8.01201823915906
11038,"11","038",Tarandacuao,"0001","11304","5810","5494","3190",,,171,174.465573770492,307,168.5,3807.5,5.14166355650266,5.16172743719638,169.241976473392,-1.27670148200227,5.7268477475872,5.12693574979242,8.24472808476932
11039,"11","039",Tarimoro,"0001","35905","18505","17400","10198",,82,172,175.518562874252,338,169,11055,5.14749447681345,5.16774480867578,170.241976473392,-1.27388673320341,5.82304589548302,5.12989871492307,9.31063809329155
11040,"11","040",Tierra Blanca,"0001","20007","10347","9660","4904",,,169.5,170.769024390244,211,169.5,2771,5.1328529268205,5.14031190887846,167.741976473392,-1.28092360520057,5.35185813347607,5.1328529268205,7.92696354486298
11013,"11","013",Doctor Mora,"0001","27390","14257","13133","6764",,76,173,175.175862068966,321,170,6174,5.15329159449778,5.16579039543168,171.241976473392,-1.27107198440454,5.77144112313002,5.13579843705026,8.7281022050621
11014,"11","014",Dolores Hidalgo Cuna de la Independencia Nacional,"0001","163038","86327","76711","38976",,622,170.5,174.380045788649,659,170.5,32371,5.13873529672357,5.16123708857934,168.741976473392,-1.27810885640171,6.49072353450251,5.13873529672357,10.3850182392451
11022,"11","022",Ocampo,"0001","26383","12881","13502","6137",,87,171,172.952561117579,1176,171,10234.5,5.14166355650266,5.15301734370128,169.241976473392,-1.27670148200227,7.06987412845857,5.14166355650266,9.23351964492359
11024,"11","024",Pueblo Nuevo,"0001","12403","6482","5921","3284",,51,179.5,184.319727891156,339,175,3940.5,5.19017520792833,5.21667190122148,177.741976473392,-1.25277611721191,5.82600010738045,5.16478597392351,8.2790628977937
11030,"11","030",San Felipe,"0001","119793","61706","58087","28000",,262,172,173.199946998807,493.5,172,18284,5.14749447681345,5.15444669011678,170.241976473392,-1.27388673320341,6.20152285887354,5.14749447681345,9.81378163945164
11041,"11","041",Uriangato,"0001","61494","31862","29632","17360",,152,178.5,191.86568457539,313.5,172.5,11346.5,5.18458860121969,5.25679556771868,176.741976473392,-1.25559086601078,5.74779936007298,5.15039723647141,9.33666460530968
11003,"11","003",San Miguel de Allende,"0001","174615","91538","83077","44573",,286,175.5,178.062830261632,572,173,39455.5,5.16763904290592,5.18213646700759,173.741976473392,-1.26403511240738,6.3491389913798,5.15329159449778,10.5829287335399
11004,"11","004",Apaseo el Alto,"0001","63392","32842","30550","16171",,166,177.5,183.62962962963,375,173.5,19045,5.17897060891547,5.21292084659081,175.741976473392,-1.25840561480964,5.92692602597041,5.15617759938691,9.8545598789127
11005,"11","005",Apaseo el Grande,"0001","117883","60630","57253","31269",,63,180.5,188.93536121673,470,176.5,31598,5.19573077777294,5.2414049524186,178.741976473392,-1.24996136841305,6.1527326947041,5.17332087637335,10.3608491064328
11007,"11","007",Celaya,"0001","521169","268124","253045","143512",,648,184.5,218.166364296081,551,177,120519,5.21764946348058,5.38525791071945,182.741976473392,-1.23870237321758,6.31173480915291,5.17614973257383,11.6995626958318
11008,"11","008",Manuel Doblado,"0001","41240","21463","19777","11186",,169,175,176.412746770656,362.5,175,5971.5,5.16478597392351,5.17282640156664,173.241976473392,-1.26544248680681,5.89302447429473,5.16478597392351,8.69475343110848
11001,"11","001",Abasolo,"0001","92040","47187","44853","22284",,335,179,181.251226692836,335,175.5,17757,5.18738580584075,5.19988406167236,177.241976473392,-1.25418349161135,5.81413053182507,5.16763904290592,9.78453508335883
11023,"11","023",Pénjamo,"0001","154960","80543","74417","39613",,576,178.5,180.010534429599,394,176,31394,5.18458860121969,5.1930153737866,176.741976473392,-1.25559086601078,5.97635090929793,5.17048399503815,10.3543720708352
11037,"11","037",Silao de la Victoria,"0001","203556","103483","100073","46625",,115,184.5,201.335631755498,577,176.5,66810.5,5.21764946348058,5.30497332520567,182.741976473392,-1.23870237321758,6.3578422665081,5.17332087637335,11.1096155328011
11042,"11","042",Valle de Santiago,"0001","150054","77750","72304","37805",,305,180.5,183.548923679061,447,177,26949,5.19573077777294,5.21248124601424,178.741976473392,-1.24996136841305,6.10255859461357,5.17614973257383,10.2017014698973
11044,"11","044",Villagrán,"0001","65791","33804","31987","16401",,283,189.5,209.067292644757,491,182,20349,5.24438902452248,5.34265617451901,187.741976473392,-1.22462862922325,6.19644412779452,5.2040066870768,9.92078704961419
11046,"11","046",Yuriria,"0001","68741","35883","32858","19179",,85,180.5,183.195507989147,413,178,17411.5,5.19573077777294,5.21055393222952,178.741976473392,-1.24996136841305,6.02344759296103,5.18178355029209,9.76488618643172
11010,"11","010",Coroneo,"0001","11083","5813","5270","3135",,,182,184.952032520325,306,178.5,4146.5,5.2040066870768,5.22009650778458,180.241976473392,-1.24573924521475,5.72358510195238,5.18458860121969,8.33001988389126
11035,"11","035",Santa Cruz de Juventino Rosas,"0001","82340","43178","39162","19432",,157,182.5,187.028165735568,432,179,17423.5,5.20675017302255,5.23125922441948,180.741976473392,-1.24433187081531,6.06842558824411,5.18738580584075,9.76557514870958
11031,"11","031",San Francisco del Rincón,"0001","130871","66889","63982","32225",,188,183,192.083726415094,459.5,179.5,26857,5.20948615284142,5.25793135205329,181.241976473392,-1.24292449641588,6.13013894179574,5.19017520792833,10.1982817735937
11009,"11","009",Comonfort,"0001","82216","43483","38733","19541",,222,182.5,186.742734343021,405.5,180,16652.5,5.20675017302255,5.22973191746235,180.741976473392,-1.24433187081531,6.00512087355547,5.19295685089021,9.72031563428733
11015,"11","015",Guanajuato,"0001","194500","100462","94038","51688",,353,183,189.186158692656,624,180.5,44297.5,5.20948615284142,5.24273149692611,181.241976473392,-1.24292449641588,6.43615036836943,5.19573077777294,10.6986835210322
11016,"11","016",Huanímaro,"0001","21128","11137","9991","5372",,162,184,186.126365054602,270.5,181,3467,5.21493575760899,5.2264258250517,182.241976473392,-1.24010974761702,5.60027209828654,5.19849703126583,8.15104494568502
11017,"11","017",Irapuato,"0001","592953","302183","290770","151961",,924,188,209.239774330042,598,181.5,118186.5,5.23644196282995,5.34348083997976,186.241976473392,-1.22885075242155,6.39359075395063,5.20125565370491,11.6800191642333
11018,"11","018",Jaral del Progreso,"0001","38782","19935","18847","9998",,,185,188.200455580866,314.5,182,5626,5.22035582507832,5.23750764787558,183.241976473392,-1.23729499881815,5.7509840761405,5.2040066870768,8.6351539890498
11019,"11","019",Jerécuaro,"0001","49517","25903","23614","13770",,125,182.5,184.188567524482,281,182.5,7597,5.20675017302255,5.2159600563385,180.741976473392,-1.24433187081531,5.63835466933375,5.20675017302255,8.93550871150322
11020,"11","020",León,"0001","1721215","874542","846673","440870",,2515,189.5,229.51379817113,642,183,285033.5,5.24438902452248,5.43596315044332,187.741976473392,-1.22462862922325,6.46458830368996,5.20948615284142,12.5603619962027
11021,"11","021",Moroleón,"0001","47261","24559","22702","14275",,,186,189.834591194969,353,183.5,5219.5,5.2257466737132,5.24615312033397,184.241976473392,-1.23448025001928,5.8664680569333,5.21221466749463,8.56015689084835
11025,"11","025",Purísima del Rincón,"0001","83842","42508","41334","19873",,228,186.5,193.441964285714,376,184,13931.5,5.22843123908387,5.26497754131097,184.741976473392,-1.23307287561985,5.92958914338989,5.21493575760899,9.5419077422401
11026,"11","026",Romita,"0001","65766","33513","32253","16207",,179,187.5,189.564114182148,420.5,184.5,11361,5.23377884541047,5.24472730071566,185.741976473392,-1.23025812682098,6.041444479413,5.21764946348058,9.3379417165699
11027,"11","027",Salamanca,"0001","273417","141139","132278","74992",,739,192,218.702702702703,8535,185,127379,5.25749537202778,5.38771328564341,190.241976473392,-1.21759175722609,9.05193063522854,5.22035582507832,11.7549221733686
11028,"11","028",Salvatierra,"0001","94126","48679","45447","25802",,143,188.5,192.973005093379,477.5,185.5,22193.5,5.23909800688807,5.26255030913967,186.741976473392,-1.22744337802212,6.16856415992078,5.22305488204749,10.0075547321954
11029,"11","029",San Diego de la Unión,"0001","41054","21809","19245","10167",,65,186,187.055774149125,307.5,186,5552.5,5.2257466737132,5.23140682986662,184.241976473392,-1.23448025001928,5.72847508724657,5.2257466737132,8.62200355576858
11032,"11","032",San José Iturbide,"0001","89558","46139","43419","22749",,377,190,196.812819576333,499,186.5,28423,5.24702407216049,5.28225312262027,188.241976473392,-1.22322125482382,6.21260609575152,5.22843123908387,10.2549539555452
11033,"11","033",San Luis de la Paz,"0001","128536","67884","60652","30404",,669,187,189.602964271692,524.5,187,26706,5.23110861685459,5.24493222404307,185.241976473392,-1.23166550122042,6.26244542783635,5.23110861685459,10.1926435382439
11034,"11","034",Santa Catarina,"0001","5723","3030","2693","1551",,151,187.5,188.618126272912,233.5,187.5,1285.5,5.23377884541047,5.2397244751936,185.741976473392,-1.23025812682098,5.45318207710895,5.23377884541047,7.15890302670594
11043,"11","043",Victoria,"0001","21253","11318","9935","5473",,,188,188.391611058151,239,188,2242,5.23644196282995,5.2385228338587,186.241976473392,-1.22885075242155,5.47646355193151,5.23644196282995,7.71512360363211
12075,"12","075",Eduardo Neri,"0001","53126","27401","25725","12503",,,188.5,189.546447196871,368.5,188.5,6609.5,5.23909800688807,5.24463409843069,186.741976473392,-1.22744337802212,5.90944071162939,5.23909800688807,8.79626328701946
12038,"12","038",Zihuatanejo de Azueta,"0001","126001","64564","61437","37375",,270,189,191.078929116382,339,189,15176,5.24174701505964,5.25268658413293,187.241976473392,-1.22603600362269,5.82600010738045,5.24174701505964,9.62747051161485
12036,"12","036",Igualapa,"0001","11739","6140","5599","3021",,86,189.5,190.796842105263,260.5,189.5,1421.5,5.24438902452248,5.25120920806623,187.741976473392,-1.22462862922325,5.56260286119342,5.24438902452248,7.25946793109105
12001,"12","001",Acapulco de Juárez,"0001","779566","407772","371794","224027",,1864,190,202.213178753105,481.5,190,103428,5.24702407216049,5.30932248128296,188.241976473392,-1.22322125482382,6.17690623123818,5.24702407216049,11.5466309974354
12067,"12","067",Tlapehuala,"0001","22209","11334","10875","5863",,,190.5,192.4225,264.5,190.5,2882,5.24965219456676,5.25969347526115,188.741976473392,-1.22181388042439,5.57784125129835,5.24965219456676,7.96623977655947
12043,"12","043",Metlatónoc,"0001","18859","10084","8775","3895",,,191,191.330198537095,238.5,191,1139,5.25227342804663,5.25400072356477,189.241976473392,-1.22040650602495,5.4743693103284,5.25227342804663,7.03790596344718
12081,"12","081",Iliatenco,"0001","11679","6113","5566","2711",,,191.5,191.964655172414,218,191.5,730.5,5.2548878086207,5.25731126743789,189.741976473392,-1.21899913162552,5.38449506278909,5.2548878086207,6.59372923119075
12066,"12","066",Tlapa de Comonfort,"0001","96125","51104","45021","21620",,223,192,194.33277647845,328,192,7174,5.25749537202778,5.26957203221575,190.241976473392,-1.21759175722609,5.79301360838414,5.25749537202778,8.87821865809223
12078,"12","078",Cochoapa el Grande,"0001","21241","11312","9929","4167",,,192.5,192.749678663239,236,192.5,969.5,5.26009615372784,5.26139234532526,190.741976473392,-1.21618438282665,5.46383180502561,5.26009615372784,6.87678047468271
12079,"12","079",José Joaquín de Herrera,"0001","18381","9590","8791","3961",,,193,194.372291021672,213.5,193,1079.5,5.26269018890489,5.26977534597038,191.241976473392,-1.21477700842722,5.36363683266868,5.26269018890489,6.98425324995486
12076,"12","076",Acatepec,"0001","40197","20657","19540","8949",,,193.5,194.126904376013,227.5,193.5,2127.5,5.26527751246984,5.26851209147102,191.741976473392,-1.21336963402779,5.427150238391,5.26527751246984,7.66270286044753
12077,"12","077",Marquelia,"0001","14280","7253","7027","3923",,67,194,195.121078431373,274.5,194,1337.5,5.26785815906333,5.27362028090845,192.241976473392,-1.21196225962836,5.61495126094959,5.26785815906333,7.19855747877016
12074,"12","074",Zitlala,"0001","21977","11926","10051","5807",,,194.5,195.442847593583,250,194.5,1605,5.2704321630585,5.27526799701108,192.741976473392,-1.21055488522892,5.52146091786225,5.2704321630585,7.38087903556412
12071,"12","071",Xochistlahuaca,"0001","29891","15631","14260","7716",,154,195,195.553498871332,244.5,195,1421,5.27299955856375,5.27583399350544,193.241976473392,-1.20914751082949,5.49921530891493,5.27299955856375,7.2591161280971
12072,"12","072",Zapotitlán Tablas,"0001","12004","6175","5829","3029",,171,195.5,196.734165923283,253.5,195.5,1579,5.27556037942542,5.28185340590539,193.741976473392,-1.20774013643006,5.53536382303124,5.27556037942542,7.36454701425564
12069,"12","069",Xalpatláhuac,"0001","11966","6545","5421","2527",,,196,196.870135746606,225,196,1157.5,5.27811465923052,5.28254430195584,194.241976473392,-1.20633276203062,5.41610040220442,5.27811465923052,7.05401778596039
12070,"12","070",Xochihuehuetlán,"0001","7862","4122","3740","2029",,,196.5,196.954228083786,248,196.5,782,5.28066243130932,5.28297135698941,194.741976473392,-1.20492538763119,5.51342874616498,5.28066243130932,6.66185474054531
12057,"12","057",Técpan de Galeana,"0001","65237","32836","32401","19721",,198,197,197.524366611641,310,197,7503,5.28320372873799,5.28586195197989,195.241976473392,-1.20351801323176,5.73657229747919,5.28320372873799,8.92305821954573
12058,"12","058",Teloloapan,"0001","53817","28132","25685","13902",,,197.5,198.063765791057,245,197.5,3009,5.28573858434118,5.28858902829752,195.741976473392,-1.20211063883233,5.50125821054473,5.28573858434118,8.00936307663004
12055,"12","055",Taxco de Alarcón,"0001","105586","55221","50365","29999",,312,198,201.421709295072,496.5,198,11168,5.28826703069454,5.30540076640716,196.241976473392,-1.20070326443289,6.20758348348523,5.28826703069454,9.32080782500215
12056,"12","056",Tecoanapa,"0001","46063","23475","22588","11575",,452,198.5,199.385789782736,296.5,198.5,3215.5,5.29078910012725,5.29524159010731,196.741976473392,-1.19929589003346,5.69204721843778,5.29078910012725,8.07573814557492
12048,"12","048",Petatlán,"0001","44583","22691","21892","12978",,151,199,199.26348697809,253.5,199,2748.5,5.29330482472449,5.29462800410271,197.241976473392,-1.19788851563403,5.53536382303124,5.29330482472449,7.91881058730072
12053,"12","053",San Marcos,"0001","50124","25550","24574","13960",,72,199.5,200.313217883018,286,199.5,4801.5,5.29581423632992,5.29988223092395,197.741976473392,-1.19648114123459,5.65599181081985,5.29581423632992,8.47668364807803
12054,"12","054",San Miguel Totolapan,"0001","24139","12272","11867","5749",,,200,200.08047062865,229.5,200,1137,5.29831736654804,5.29871963876897,198.241976473392,-1.19507376683516,5.4359030295006,5.29831736654804,7.03614849375054
12052,"12","052",San Luis Acatlán,"0001","46270","23627","22643","10602",,91,200.5,201.054347826087,279,200.5,3184,5.30081424674662,5.30357525870551,198.741976473392,-1.19366639243573,5.63121178182137,5.30081424674662,8.06589354696427
